[2026-03-21 23:16:35,521][__main__][INFO] - Found GPU with device_name NVIDIA L40S. Will run RFdiffusion on NVIDIA L40S
[2026-03-21 23:16:35,521][rfdiffusion.inference.model_runners][INFO] - Reading checkpoint from /workspace/RFdiffusion/rfdiffusion/inference/../../models/Base_ckpt.pt
[2026-03-21 23:16:42,988][rfdiffusion.inference.model_runners][INFO] - Loading checkpoint.
[2026-03-21 23:16:43,110][rfdiffusion.diffusion][INFO] - Using cached IGSO3.
[2026-03-21 23:16:43,125][__main__][INFO] - Making design /workspace/RFdiffusion/outputs/users/anonymous/default/2e6d3667a1c7/v0/design_0
[2026-03-21 23:16:43,130][rfdiffusion.inference.model_runners][INFO] - Using contig: ['120-120']
[2026-03-21 23:16:43,161][rfdiffusion.inference.model_runners][INFO] - Sequence init: ------------------------------------------------------------------------------------------------------------------------
[2026-03-21 23:17:02,618][rfdiffusion.inference.model_runners][INFO] - Timestep 11, input to next step: ------------------------------------------------------------------------------------------------------------------------
[2026-03-21 23:17:03,088][rfdiffusion.inference.model_runners][INFO] - Timestep 10, input to next step: ------------------------------------------------------------------------------------------------------------------------
[2026-03-21 23:17:03,517][rfdiffusion.inference.model_runners][INFO] - Timestep 9, input to next step: ------------------------------------------------------------------------------------------------------------------------
[2026-03-21 23:17:03,948][rfdiffusion.inference.model_runners][INFO] - Timestep 8, input to next step: ------------------------------------------------------------------------------------------------------------------------
[2026-03-21 23:17:04,402][rfdiffusion.inference.model_runners][INFO] - Timestep 7, input to next step: ------------------------------------------------------------------------------------------------------------------------
[2026-03-21 23:17:04,871][rfdiffusion.inference.model_runners][INFO] - Timestep 6, input to next step: ------------------------------------------------------------------------------------------------------------------------
[2026-03-21 23:17:05,372][rfdiffusion.inference.model_runners][INFO] - Timestep 5, input to next step: ------------------------------------------------------------------------------------------------------------------------
[2026-03-21 23:17:05,931][rfdiffusion.inference.model_runners][INFO] - Timestep 4, input to next step: ------------------------------------------------------------------------------------------------------------------------
[2026-03-21 23:17:06,395][rfdiffusion.inference.model_runners][INFO] - Timestep 3, input to next step: ------------------------------------------------------------------------------------------------------------------------
[2026-03-21 23:17:06,903][rfdiffusion.inference.model_runners][INFO] - Timestep 2, input to next step: ------------------------------------------------------------------------------------------------------------------------
[2026-03-21 23:17:08,286][__main__][INFO] - Finished design in 0.42 minutes
